sales_game_id,title,platform,genre,publisher,developer,release_year,source
12868,Vertigo,Wii,Strategy,Playlogic Game Factory,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12869,Blood Omen 2,GC,Action,Eidos Interactive,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12870,NBA 2K17,X360,Sports,Take-Two Interactive,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12871,Shin Sangoku Musou 5 Empires,PSP,Action,Tecmo Koei,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12872,Front Mission Evolved,PC,Shooter,Square Enix,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12873,Carve,XB,Racing,Global Star,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12874,BlowOut,XB,Shooter,Zoo Digital Publishing,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12875,McDROID,PSP,Strategy,Namco Bandai Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12876,GachiTora! Abarenbou Kyoushi in High School,PSP,Action,Spike,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12877,WTA Tour Tennis,PS2,Sports,Konami Digital Entertainment,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
12878,Bottom of the 9th '99,PS,Sports,Konami Digital Entertainment,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
12879,Dynasty Warriors 5,XB,Action,Tecmo Koei,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
12880,Reader Rabbit 2nd Grade,Wii,Misc,Unknown,,,kaggle:ulrikthygepedersen/video-games-sales
12881,Famicom Mini: Dig Dug,GBA,Puzzle,Namco Bandai Games,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12882,FIFA Soccer 2003,GBA,Sports,Electronic Arts,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12883,Naval Ops: Commander,PS2,Simulation,Tecmo Koei,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12884,Adventure Time: Finn & Jake Investigations,WiiU,Action,Little Orbit,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12885,Defendin' De Penguin,Wii,Strategy,Zushi Games,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12886,Bleach: Blade Battlers,PS2,Fighting,Sony Computer Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12887,Rez,PS2,Shooter,Sony Computer Entertainment,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
12888,Goosebumps: The Game,3DS,Adventure,WayForward Technologies,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12889,MLB SlugFest 2006,XB,Sports,Midway Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12890,Rockin' Pretty,DS,Misc,Arc System Works,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12891,Jake Power: Policeman,DS,Adventure,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12892,Samurai Warriors 4-II,PSV,Action,Tecmo Koei,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12893,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,Misc,Sega,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12894,UEFA Euro 2004: Portugal,XB,Sports,Electronic Arts,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12895,Lufia: The Ruins of Lore,GBA,Role-Playing,Taito,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12896,Major Minor's Majestic March,Wii,Misc,Majesco Entertainment,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12897,Shaman King: Soul Fight,GC,Platform,Namco Bandai Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12898,Samurai Deeper Kyo,PS,Fighting,Namco Bandai Games,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12899,Samantha Swift and the Hidden Roses of Athena,DS,Adventure,Unknown,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12900,Dark Souls III,PC,Role-Playing,Namco Bandai Games,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12901,Medabots: Infinity,GC,Role-Playing,Ubisoft,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12902,Tom Clancy's HAWX 2,PC,Action,Ubisoft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12903,Zapper: One Wicked Cricket!,XB,Platform,Infogrames,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12904,Jirou Akagawa: Majotachi no Nemuri,SNES,Adventure,Pack-In-Video,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
12905,Arcana Heart 3,X360,Fighting,PQube,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12906,Bust-A-Bloc,PS2,Puzzle,Midas Interactive Entertainment,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12907,Sitting Ducks,PS2,Platform,LSP Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12908,Puyo Puyo 7,Wii,Puzzle,Sega,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12909,Animal Planet: Vet Collection,DS,Simulation,Activision,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12910,Imagine Animal Doctor Care Center,DS,Simulation,Ubisoft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12911,Rugby 15,X360,Sports,Bigben Interactive,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12912,NFL Blitz Pro,XB,Sports,Midway Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12913,Major League Baseball 2K11,PSP,Sports,Take-Two Interactive,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12914,Uta no Prince-Sama: Music 3,PSV,Action,Broccoli,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12915,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,Misc,Namco Bandai Games,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
12916,Mountain Bike Adrenaline,PS2,Sports,Unknown,,,kaggle:ulrikthygepedersen/video-games-sales
12917,New Prince of Tennis: Go to the Top,3DS,Action,FuRyu,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12918,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,Action,Namco Bandai Games,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
12919,Nobunaga's Ambition: Sphere of Influence,PSV,Strategy,Tecmo Koei,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
12920,Hi-Octane: The Track Fights Back!,PS,Racing,Electronic Arts,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
12921,Venetica,PC,Role-Playing,DTP Entertainment,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12922,Black Sigil: Blade of the Exiled,DS,Role-Playing,Graffiti,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12923,Tour de France 2011,X360,Racing,Focus Home Interactive,,,kaggle:ulrikthygepedersen/video-games-sales
12924,Wakeboarding Unleashed Featuring Shaun Murray,XB,Sports,Activision,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12925,TrackMania Turbo: Build to Race,DS,Racing,Ubisoft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12926,ZombiU,PS4,Action,Ubisoft,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12927,Domino Rally,Wii,Action,Nordcurrent,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12928,Doraemon 2: Nobita no Toizurando Daibouken,SNES,Role-Playing,Epoch,,1993.0,kaggle:ulrikthygepedersen/video-games-sales
12929,Samurai Champloo: Sidetracked,PS2,Action,Namco Bandai Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12930,Drill Dozer,GBA,Platform,Unknown,,,kaggle:ulrikthygepedersen/video-games-sales
12931,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,Action,Activision,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12932,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Action,Takara Tomy,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12933,Utawarerumono: Futari no Hakuoro,PSV,Misc,Aqua Plus,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12934,Chaos;Child,PSV,Adventure,5pb,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12935,Fatal Fury: Wild Ambition,PS,Fighting,SNK Playmore,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
12936,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,Action,Hudson Soft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12937,Dengeki Gakuen RPG: Cross of Venus,DS,Role-Playing,ASCII Media Works,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12938,Judge Dredd,PS,Platform,Gremlin Interactive Ltd,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
12939,FIFA 17,PC,Sports,Electronic Arts,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12940,Minna no Ennichi,3DS,Action,Namco Bandai Games,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
12941,Winning Post 8,PS3,Racing,Tecmo Koei,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
12942,King Arthur,XB,Action,Konami Digital Entertainment,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12943,DoDonPachi Resurrection,X360,Shooter,Rising Star Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12944,Bass Rise,PS,Sports,Namco Bandai Games,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
12945,UEFA Champions League 2006-2007,X360,Sports,Electronic Arts,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12946,Dynamite Headdy,GEN,Platform,Sega,,1993.0,kaggle:ulrikthygepedersen/video-games-sales
12947,Hunted: The Demon's Forge,PC,Action,Bethesda Softworks,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12948,Choujikuu Yousai Macross: Do You Remember Love,PS3,Shooter,Namco Bandai Games,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
12949,Arcania: Gothic 4,PS4,Role-Playing,Nordic Games,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12950,Persona 2: Eternal Punishment,PSP,Role-Playing,Atlus,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
12951,Dragon's Lair 3D: Return to the Lair,XB,Platform,Ubisoft,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12952,Growlanser: Heritage of War (jp sales),PS2,Role-Playing,Rising Star Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12953,The Bureau: XCOM Declassified,PC,Shooter,Take-Two Interactive,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
12954,Myst IV: Revelation,XB,Adventure,Ubisoft,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
12955,Culdcept Revolt,3DS,Strategy,Nintendo,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12956,Sushi Go-Round,Wii,Simulation,Asylum Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12957,Pachinko Wars II,SNES,Misc,Coconuts Japan,,1993.0,kaggle:ulrikthygepedersen/video-games-sales
12958,Myth Makers: Orbs of Doom,Wii,Puzzle,Popcorn Arcade,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12959,Toy Soldiers: War Chest,XOne,Action,Ubisoft,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12960,The Nightmare of Druaga: Fushigino Dungeon,PS2,Role-Playing,Arika,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12961,Omega Labyrinth,PSV,Role-Playing,D3Publisher,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
12962,Air Conflicts: Aces of World War II,PSP,Simulation,Graffiti,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12963,Cities in Motion,PC,Simulation,Paradox Interactive,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12964,Aliens in the Attic,DS,Action,Playlogic Game Factory,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12965,Virtua Striker 2002,GC,Sports,Sega,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12966,Kamen Rider: Dragon Knight,DS,Fighting,D3Publisher,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12967,Code Lyoko,DS,Action,Game Factory,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12968,Taito Legends Power Up,PSP,Action,Destineer,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12969,Fate/Unlimited Codes Portable,PSP,Fighting,Capcom,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12970,Metal Slug Anthology,PSP,Shooter,Ignition Entertainment,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12971,Tenchu: Dark Secret,DS,Action,From Software,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12972,Game no Kanzume Vol 2,SCD,Misc,Sega,,1994.0,kaggle:ulrikthygepedersen/video-games-sales
12973,Disney's PK: Out of the Shadows,GC,Platform,Ubisoft,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12974,Zoo Quest: Puzzle Fun!,DS,Puzzle,JoWood Productions,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12975,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,Action,Namco Bandai Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12976,The Idolmaster 2,X360,Simulation,Namco Bandai Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
12977,PQ2: Practical Intelligence Quotient,PSP,Puzzle,D3Publisher,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12978,Mr Bean's Wacky World of Wii,Wii,Adventure,Blast! Entertainment Ltd,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12979,Powerdrome,PS2,Racing,Evolved Games,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12980,Dreamer Series: Puppy Trainer,DS,Simulation,DreamCatcher Interactive,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12981,Pro Yakyuu Spirits 5 Kanzenban,PS2,Sports,Konami Digital Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12982,Tsumiki: Block Drop Mania,DS,Action,Nobilis,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
12983,Shin Sangoku Musou 5 Special,PSP,Action,Tecmo Koei,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12984,Pony Friends: Mini Breeds Edition,DS,Simulation,Eidos Interactive,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12985,Otogi 2: Immortal Warriors,XB,Action,Sega,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12986,Legend of Kay,PS2,Action,JoWood Productions,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
12987,Piglet's Big Game,GC,Platform,Gotham Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12988,Dead or Alive Xtreme 3: Fortune,PS4,Sports,Tecmo Koei,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
12989,Ivy the Kiwi?,DS,Puzzle,Rising Star Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
12990,Fallout: Brotherhood of Steel,XB,Role-Playing,Avalon Interactive,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12991,Strawberry Shortcake: Strawberryland Games,DS,Action,Game Factory,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
12992,Koi to Senkyo to Chocolate Portable,PSP,Adventure,Kadokawa Shoten,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
12993,IndyCar Series,XB,Racing,Codemasters,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12994,Hysteria Hospital: Emergency Ward,Wii,Action,Oxygen Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
12995,Dokapon Journey,DS,Role-Playing,Sting,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
12996,Ultra Bust-A-Move,XB,Puzzle,505 Games,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
12997,Rally Fusion: Race of Champions,XB,Racing,Activision,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
12998,Piglet's Big Game,GBA,Platform,THQ,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
12999,Lucha Libre AAA: Heroes del Ring,X360,Fighting,Konami Digital Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13000,Pony Friends,DS,Simulation,Eidos Interactive,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13001,Natural Doctrine,PS3,Role-Playing,Nippon Ichi Software,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
13002,Pinball Hall of Fame: The Gottlieb Collection,GC,Misc,Crave Entertainment,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
13003,Ferrari F355 Challenge,PS2,Racing,Sony Computer Entertainment,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
13004,MorphX,X360,Shooter,505 Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13005,Stranger of Sword City,PSV,Role-Playing,Nippon Ichi Software,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13006,Air Traffic Chaos,DS,Simulation,Ertain,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13007,Battleship / Connect Four / Sorry! / Trouble,DS,Puzzle,"Destination Software, Inc",,2006.0,kaggle:ulrikthygepedersen/video-games-sales
13008,Prism: Light the Way,DS,Puzzle,Eidos Interactive,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13009,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,Action,Swing! Entertainment,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
13010,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Fighting,Hudson Soft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13011,Shifters,PS2,Adventure,3DO,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
13012,RPG Tsukuru DS,DS,Role-Playing,Enterbrain,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13013,WRC 5: FIA World Rally Championship,PS4,Sports,Bigben Interactive,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13014,Earth Defense Force 4.1: The Shadow of New Despair,PS4,Shooter,Xseed Games,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13015,The BIGS 2,DS,Sports,Take-Two Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13016,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Role-Playing,Sega,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
13017,TNA iMPACT: Cross the Line,PSP,Fighting,SouthPeak Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13018,SpongeBob: HeroPants,PSV,Platform,Activision,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13019,Lagoon,SNES,Role-Playing,Kemco,,1991.0,kaggle:ulrikthygepedersen/video-games-sales
13020,Nanostray 2,DS,Shooter,Codemasters,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
13021,Project Setsuna,PSV,Role-Playing,Square Enix,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
13022,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,Simulation,Microsoft Game Studios,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13023,Trick x Logic: Season 1,PSP,Adventure,Sony Computer Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13024,Mortal Kombat X,PC,Fighting,Warner Bros. Interactive Entertainment,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13025,Mawashite Tsunageru Touch Panic,DS,Puzzle,Nintendo,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
13026,Luminous Arc Infinity,PSV,Action,Marvel Entertainment,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13027,Monster! Bass Fishing,GBA,Sports,Ignition Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
13028,Sigma Star Saga,GBA,Role-Playing,Atari,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
13029,Winning Post 7 2010,PSP,Sports,Tecmo Koei,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13030,Assetto Corsa,PS4,Racing,505 Games,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
13031,Batman: Gotham City Racer,PS,Racing,Ubisoft,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
13032,Sengoku Basara X,PS2,Fighting,Capcom,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
13033,Plants vs. Zombies,PC,Strategy,PopCap Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13034,Top Spin 2,DS,Sports,Take-Two Interactive,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
13035,Doraemon: Nobita no Kyouryuu 2006 DS,DS,Role-Playing,Sega,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
13036,Ontamarama,DS,Action,Atlus,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13037,Hakuoki: Stories of the Shinsengumi,PS3,Adventure,Idea Factory,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13038,DokiDoki Majo Shinpan!,DS,Adventure,SNK Playmore,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13039,Star Wars: Republic Commando,PC,Shooter,LucasArts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
13040,Starry ? Sky: In Spring,PSP,Misc,Asgard,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13041,FIFA Soccer 2004,GBA,Sports,Electronic Arts,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
13042,Armored Core: Formula Front Extreme Battle,PSP,Simulation,505 Games,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
13043,Downforce,PS2,Racing,Avalon Interactive,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
13044,Bejeweled Twist,PC,Puzzle,PopCap Games,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
13045,Street Fighter V,PC,Fighting,Capcom,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
13046,Little Busters! Converted Edition,PS2,Adventure,Prototype,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13047,Enemy Front,X360,Shooter,Namco Bandai Games,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
13048,Dream Salon,Wii,Misc,Zoo Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13049,Disney's Party,GC,Misc,Electronic Arts,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
13050,Tennis no Oji-Sama: 2005 Crystal Drive,DS,Sports,Konami Digital Entertainment,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
13051,Sherlock Holmes: Crimes & Punishments,PC,Adventure,Focus Home Interactive,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
13052,Jenga World Tour,Wii,Misc,Atari,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13053,Summon Night X: Tears Crown,DS,Role-Playing,Namco Bandai Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13054,Secret Files: Tunguska,DS,Adventure,Deep Silver,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
13055,Taiho Shichauzo!,PS,Adventure,Pioneer LDC,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
13056,Battle vs. Chess,PS3,Misc,TopWare Interactive,,,kaggle:ulrikthygepedersen/video-games-sales
13057,Phantom Crash,XB,Simulation,Phantagram,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
13058,Men of War: Assault Squad,PC,Strategy,1C Company,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
13059,Fishdom,DS,Puzzle,Atari,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
13060,Yanya Caballista: City Skater,PS2,Sports,Tecmo Koei,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
13061,Expendable,PS,Action,Infogrames,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
13062,Imagine: Artist,DS,Misc,Ubisoft,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13063,Pet Pals: New Leash on Life,DS,Simulation,Destineer,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13064,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,Adventure,Activision,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
13065,The Idolmaster: Gravure For You! Vol. 2,PS3,Misc,Namco Bandai Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
13066,Arthur! Ready to Race,PS,Racing,The Learning Company,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
13067,Thunder Force V: Perfect System,PS,Shooter,TechnoSoft,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
13068,The Typing of the Dead,DC,Shooter,Sega,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
13069,The Idolm@ster: Dearly Stars,DS,Adventure,Namco Bandai Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13070,Kids Learn Music A+ Edition,DS,Misc,Unknown,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
13071,Child of Light,PS4,Role-Playing,Ubisoft,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
13072,Over the Hedge: Hammy Goes Nuts!,PSP,Platform,Activision,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
13073,Kart Racer,Wii,Racing,Nordic Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13074,Bakemonogatari Portable,PSP,Action,Namco Bandai Games,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
13075,Sam & Max: Beyond Time and Space,Wii,Adventure,Atari,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13076,To Heart 2: Dungeon Travelers,PSV,Adventure,Aqua Plus,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13077,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,Misc,Nintendo,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
13078,Shrek Super Party,GC,Misc,TDK Mediactive,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
13079,Monster 4x4: Masters of Metal,GC,Racing,Ubisoft,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
13080,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,Racing,Jaleco,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
13081,Caligula,PSV,Role-Playing,FuRyu,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
13082,Steins;Gate 0,PSV,Adventure,PQube,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
13083,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Action,Namco Bandai Games,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
13084,NHL Blades of Steel '99,N64,Sports,Konami Digital Entertainment,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
13085,Lips: Deutsche Partyknaller,X360,Misc,Microsoft Game Studios,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13086,Apassionata: Die Galanacht der Pferde,DS,Simulation,RTL,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13087,Dungeon Raiders,DS,Role-Playing,Focus Home Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
13088,Second Sight,GC,Adventure,Codemasters,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
13089,Philosoma,PS,Shooter,Sony Computer Entertainment,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
13090,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,Misc,Sega,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
13091,Puyo Pop,GBA,Puzzle,Sega,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
13092,Marriage Royale: Prism Story,PSP,Adventure,ASCII Media Works,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
13093,Super Heroine Chronicle,PSV,Role-Playing,Namco Bandai Games,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
